start_timestamp,end_timestamp,service_name,span_name,span_id,attributes,otel_events,level,message
2025-11-07T03:30:50.072324Z,2025-11-07T03:30:50.326037Z,com.aprid89.glow360:glow360,POST /v1/traces,4ff3cb68758a4e9e,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T03:46:07.758998Z,2025-11-07T03:46:08.243635Z,com.aprid89.glow360:glow360,POST /v1/traces,3e4675f192acf5c1,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T04:02:04.475277Z,2025-11-07T04:02:04.722083Z,com.aprid89.glow360:glow360,POST /v1/traces,5807288aa9f16c1f,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T04:18:23.204993Z,2025-11-07T04:18:23.491617Z,com.aprid89.glow360:glow360,POST /v1/traces,bf967450fbf75312,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T04:35:12.936419Z,2025-11-07T04:35:13.290690Z,com.aprid89.glow360:glow360,POST /v1/traces,bb2bcb783eb064ca,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T04:51:22.610088Z,2025-11-07T04:51:23.343814Z,com.aprid89.glow360:glow360,POST /v1/traces,6600738b3782ee45,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T04:51:22.610088Z,2025-11-07T04:51:23.343814Z,com.aprid89.glow360:glow360,POST /v1/traces,6600738b3782ee45,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1254,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T04:51:27.611140Z,2025-11-07T05:07:50.031847Z,com.aprid89.glow360:glow360,POST /v1/traces,024da8def0dc7d98,"{""emb.type"":""perf.network_request"",""error.code"":-1005,""error.message"":""The network connection was lost."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":1254,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T04:51:27.611140Z,2025-11-07T05:07:50.031847Z,com.aprid89.glow360:glow360,POST /v1/traces,024da8def0dc7d98,"{""emb.type"":""perf.network_request"",""error.code"":-1005,""error.message"":""The network connection was lost."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":1254,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T05:07:54.310011Z,2025-11-07T07:35:33.028809Z,com.aprid89.glow360:glow360,POST /v1/traces,ab3b1a5d96bbc1bd,"{""emb.type"":""perf.network_request"",""error.code"":-1001,""error.message"":""The request timed out."",""error.type"":""NSURLErrorDomain"",""http.request.body.size"":1594,""http.request.method"":""POST"",""url.full"":""https://logfire-api.pydantic.dev/v1/traces""}",[],9,POST /v1/traces
2025-11-07T07:31:15.847262Z,2025-11-07T07:31:16.702579Z,com.aprid89.glow360:glow360,emb-process-launch,3520986d77f9c9ed,"{""emb.private"":""true"",""emb.type"":""perf""}",[],9,emb-process-launch
2025-11-07T07:31:16.593100Z,2025-11-07T07:31:16.678604Z,com.aprid89.glow360:glow360,emb-setup,574e6b95619d0fa1,"{""emb.private"":""true"",""emb.type"":""perf""}",[],9,emb-setup
2025-11-07T07:31:16.679243Z,2025-11-07T07:31:16.702539Z,com.aprid89.glow360:glow360,emb-sdk-start,36018eb3ad992aa4,"{""emb.type"":""perf""}",[],9,emb-sdk-start
2025-11-07T07:31:16.714173Z,2025-11-07T07:31:16.910499Z,com.aprid89.glow360:glow360,POST /--/api/v2/push/updateDeviceToken,c15798b2995e6b2a,"{""emb.type"":""perf.network_request"",""http.request.body.size"":196,""http.request.method"":""POST"",""http.response.status_code"":200,""url.full"":""https://exp.host/--/api/v2/push/updateDeviceToken""}",[],9,POST /--/api/v2/push/updateDeviceToken
2025-11-07T07:31:16.714418Z,2025-11-07T07:31:16.909959Z,com.aprid89.glow360:glow360,POST /--/api/v2/push/updateDeviceToken,c7a90c89a5c4b810,"{""emb.type"":""perf.network_request"",""http.request.body.size"":196,""http.request.method"":""POST"",""http.response.status_code"":200,""url.full"":""https://exp.host/--/api/v2/push/updateDeviceToken""}",[],9,POST /--/api/v2/push/updateDeviceToken
2025-11-07T07:31:16.719499Z,2025-11-07T07:31:16.719499Z,com.aprid89.glow360:glow360,App initialization started,3ee162d8efec7ed6,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""event"":""startup"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.719Z"",""user_display_name"":""unknown_user""}",,9,App initialization started
2025-11-07T07:31:16.734485Z,2025-11-07T07:31:16.940700Z,com.aprid89.glow360:glow360,POST /v1/logs,cbf54331b14f83df,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1318,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.734672Z,2025-11-07T07:31:16.734672Z,com.aprid89.glow360:glow360,[AppContent] Subscribed to onboardingDataChanged events,814d4edc7feabc3c,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.719Z"",""user_display_name"":""unknown_user""}",,9,[AppContent] Subscribed to onboardingDataChanged events
2025-11-07T07:31:16.742775Z,2025-11-07T07:31:16.940289Z,com.aprid89.glow360:glow360,POST /v1/logs,68bd29b37d5981cc,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1327,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.742888Z,2025-11-07T07:31:16.742888Z,com.aprid89.glow360:glow360,=== APP DIRECTORIES ===,44de2bbbaa3f3e77,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.725Z"",""user_display_name"":""unknown_user""}",,9,=== APP DIRECTORIES ===
2025-11-07T07:31:16.750291Z,2025-11-07T07:31:16.940215Z,com.aprid89.glow360:glow360,POST /v1/logs,9d3cce26663ec7a4,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1295,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.750377Z,2025-11-07T07:31:16.750377Z,com.aprid89.glow360:glow360,App dir (documentDirectory): file:///var/mobile/Containers/Data/Application/602CB905-DD39-48B8-AAD0-680E52FBD5B2/Documents/,129fe5a3da3a5366,"{""app_version"":""1022.1"",""directory_type"":""documentDirectory"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.725Z"",""user_display_name"":""unknown_user""}",,9,App dir (documentDirectory): file:///var/mobile/Containers/Data/Application/602CB905-DD39-48B8-AAD0-680E52FBD5B2/Documents/
2025-11-07T07:31:16.755176Z,2025-11-07T07:31:16.934772Z,com.aprid89.glow360:glow360,POST /v1/logs,921c9ed30c106fca,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1434,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.755256Z,2025-11-07T07:31:16.755256Z,com.aprid89.glow360:glow360,Cache dir (cacheDirectory): file:///var/mobile/Containers/Data/Application/602CB905-DD39-48B8-AAD0-680E52FBD5B2/Library/Caches/,344356fe94371c56,"{""app_version"":""1022.1"",""directory_type"":""cacheDirectory"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.725Z"",""user_display_name"":""unknown_user""}",,9,Cache dir (cacheDirectory): file:///var/mobile/Containers/Data/Application/602CB905-DD39-48B8-AAD0-680E52FBD5B2/Library/Caches/
2025-11-07T07:31:16.763341Z,2025-11-07T07:31:16.942637Z,com.aprid89.glow360:glow360,POST /v1/logs,d439e9954fede123,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1436,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.763459Z,2025-11-07T07:31:16.763459Z,com.aprid89.glow360:glow360,Bundle dir (bundleDirectory): /private/var/containers/Bundle/Application/281155A7-8B84-4F85-9FE3-C41A1DD6B5F2/glow360.app/,63243aa035af4428,"{""app_version"":""1022.1"",""directory_type"":""bundleDirectory"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.726Z"",""user_display_name"":""unknown_user""}",,9,Bundle dir (bundleDirectory): /private/var/containers/Bundle/Application/281155A7-8B84-4F85-9FE3-C41A1DD6B5F2/glow360.app/
2025-11-07T07:31:16.770844Z,2025-11-07T07:31:16.940471Z,com.aprid89.glow360:glow360,POST /v1/logs,f3f62ca5e1dc8ce0,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1431,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.770943Z,2025-11-07T07:31:16.770943Z,com.aprid89.glow360:glow360,========================,d4ae6d1e9720ad42,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.726Z"",""user_display_name"":""unknown_user""}",,9,========================
2025-11-07T07:31:16.778597Z,2025-11-07T07:31:16.940417Z,com.aprid89.glow360:glow360,POST /v1/logs,fd5ea2638e3c4e1b,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1296,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.778712Z,2025-11-07T07:31:16.778712Z,com.aprid89.glow360:glow360,seen_intro_tutorial column already exists,76a9ff7df9cd4bea,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.728Z"",""user_display_name"":""unknown_user""}",,9,seen_intro_tutorial column already exists
2025-11-07T07:31:16.786631Z,2025-11-07T07:31:16.942747Z,com.aprid89.glow360:glow360,POST /v1/logs,443ad3122d98a99a,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1313,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.786733Z,2025-11-07T07:31:16.786733Z,com.aprid89.glow360:glow360,Environment check,ca537c7e93115227,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""supabase_anon_key_exists"":""true"",""supabase_url_exists"":""true"",""supabase_url_preview"":""https://meefxdpgrshy..."",""timestamp"":""2025-11-07T07:31:16.729Z"",""user_display_name"":""unknown_user""}",,9,Environment check
2025-11-07T07:31:16.794252Z,2025-11-07T07:31:16.944868Z,com.aprid89.glow360:glow360,POST /v1/logs,fedea958d60cfddd,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1407,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.794352Z,2025-11-07T07:31:16.794352Z,com.aprid89.glow360:glow360,Supabase initialized successfully,cc1e197041ebcb14,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.731Z"",""user_display_name"":""unknown_user""}",,9,Supabase initialized successfully
2025-11-07T07:31:16.800955Z,2025-11-07T07:31:16.957587Z,com.aprid89.glow360:glow360,POST /v1/logs,0650e87bb3a6dbe0,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1305,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.801053Z,2025-11-07T07:31:16.801053Z,com.aprid89.glow360:glow360,Active user found,3d41cee258c0b97d,"{""app_version"":""1022.1"",""display_name"":""Andrea"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""id"":""866d7f16-9af8-401b-9306-9074c2a46acd"",""local_user_id"":""unknown_user_id"",""seen_intro_tutorial"":""true"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.734Z"",""user_display_name"":""unknown_user""}",,9,Active user found
2025-11-07T07:31:16.806909Z,2025-11-07T07:31:16.957457Z,com.aprid89.glow360:glow360,POST /v1/logs,b6730e8dc389bf6b,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1392,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.807008Z,2025-11-07T07:31:16.807008Z,com.aprid89.glow360:glow360,Getting remote profile for active user,ba1fd887e2ac491e,"{""app_version"":""1022.1"",""display_name"":""Andrea"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:16.735Z"",""user_display_name"":""unknown_user"",""user_id"":""866d7f16-9af8-401b-9306-9074c2a46acd""}",,9,Getting remote profile for active user
2025-11-07T07:31:16.813908Z,2025-11-07T07:31:16.959293Z,com.aprid89.glow360:glow360,POST /v1/logs,4001e245c6685724,"{""emb.type"":""perf.network_request"",""http.request.body.size"":1387,""http.request.method"":""POST"",""http.response.body.size"":0,""http.response.status_code"":200,""url.full"":""https://logfire-api.pydantic.dev/v1/logs""}",[],9,POST /v1/logs
2025-11-07T07:31:16.814281Z,2025-11-07T07:31:17.011023Z,com.aprid89.glow360:glow360,GET /rest/v1/user_profile,6d721af6f1d13881,"{""emb.type"":""perf.network_request"",""http.request.method"":""GET"",""http.response.status_code"":200,""url.full"":""https://meefxdpgrshyfqhyynzu.supabase.co/rest/v1/user_profile?select=*&user_id=eq.866d7f16-9af8-401b-9306-9074c2a46acd""}",[],9,GET /rest/v1/user_profile
2025-11-07T07:31:16.866227Z,2025-11-07T07:31:17.662142Z,com.aprid89.glow360:glow360,POST /v2/spans,b815346162110b30,"{""emb.type"":""perf.network_request"",""http.request.body.size"":2836,""http.request.method"":""POST"",""http.response.body.size"":2,""http.response.status_code"":200,""url.full"":""https://a-armw7.data.emb-api.com/v2/spans""}",[],9,POST /v2/spans
2025-11-07T07:31:17.019759Z,2025-11-07T07:31:17.019759Z,com.aprid89.glow360:glow360,User profile fetched from Supabase successfully,91ec696df73cc252,"{""app_version"":""1022.1"",""emb.state"":""foreground"",""emb.type"":""sys.log"",""is_coach"":""false"",""local_user_id"":""unknown_user_id"",""session.id"":""963DCAEED01C4355B4B55AB5DFB523DD"",""timestamp"":""2025-11-07T07:31:17.019Z"",""user_display_name"":""unknown_user"",""user_id"":""866d7f16-9af8-401b-9306-9074c2a46acd""}",,9,User profile fetched from Supabase successfully
